Record Creation Date,Join Date,Frequent Flier Number,First Name,Last Name,Inquiry Type,Most Recent Flight #,Lounge Used?,Departing Airport,Arrival Airport,Planned Snack?,Additional Snack?,# of Included Checked Bags,Total # of Checked Bags,Flight Delayed?
2022-04-09,1990-07-01,2724020682,Karen,Lam,Cancel Flight,X77646080,FALSE,LAX,MIA,FALSE,TRUE,4,8,FALSE
2024-09-26,2007-02-01,456630822,Stephanie,Swanson,Flight Status,K51338527,TRUE,JFK,ORD,FALSE,FALSE,4,9,TRUE
2021-06-06,2007-02-01,456630822,Stephanie,Swanson,Cancel Flight,B99525698,TRUE,ORD,LAX,TRUE,FALSE,4,7,FALSE
2024-01-05,2007-02-01,456630822,Stephanie,Swanson,Cancel Flight,L49117083,FALSE,SEA,SFO,FALSE,FALSE,1,8,FALSE
2023-04-24,2007-02-01,456630822,Stephanie,Swanson,Flight Deal,X87548389,TRUE,BOS,SFO,FALSE,TRUE,3,8,TRUE
2024-07-02,2007-02-01,456630822,Stephanie,Swanson,Flight Deal,U37453032,FALSE,MIA,DFW,TRUE,TRUE,4,6,FALSE
2023-09-29,2011-12-02,768641583,Dawn,Marsh,Flight Deal,G01145527,TRUE,LAX,JFK,FALSE,TRUE,2,7,TRUE
2024-05-10,2011-12-02,768641583,Dawn,Marsh,New Flight,R28002126,TRUE,DEN,JFK,FALSE,TRUE,1,6,TRUE
2021-02-16,2011-12-02,768641583,Dawn,Marsh,Cancel Flight,F00188206,FALSE,HND,DFW,TRUE,FALSE,2,6,TRUE
2022-01-09,2011-12-02,768641583,Dawn,Marsh,Cancel Flight,U01028585,FALSE,SYD,SEA,TRUE,FALSE,4,9,FALSE
2021-07-04,2009-02-12,125797120,Kimberly,Blevins,Flight Deal,D29386066,TRUE,ATL,JFK,FALSE,TRUE,1,5,TRUE
2023-03-14,2009-02-12,125797120,Kimberly,Blevins,Flight Deal,N40066045,FALSE,JFK,SEA,FALSE,FALSE,1,3,TRUE
2023-09-27,2009-02-12,125797120,Kimberly,Blevins,Flight Deal,U58612120,TRUE,ORD,ATL,FALSE,TRUE,2,9,TRUE
2021-08-27,2009-02-12,125797120,Kimberly,Blevins,Flight Status,A61028017,FALSE,BOS,JFK,TRUE,TRUE,4,7,TRUE
2023-04-19,2002-09-28,8634936953,Laura,Weaver,Flight Status,O07599481,FALSE,CDG,LAX,TRUE,FALSE,1,5,TRUE
2024-02-14,2002-09-28,8634936953,Laura,Weaver,Flight Deal,I82669630,FALSE,SEA,SYD,FALSE,FALSE,1,6,TRUE
2022-10-13,2002-09-28,8634936953,Laura,Weaver,Flight Status,E29988660,FALSE,SIN,ORD,FALSE,TRUE,2,6,TRUE
2024-05-02,2002-09-28,8634936953,Laura,Weaver,Flight Deal,U64335570,TRUE,ORD,MIA,FALSE,FALSE,2,5,FALSE
2021-04-24,2002-09-28,8634936953,Laura,Weaver,Flight Deal,P40233792,TRUE,DEN,BOS,TRUE,TRUE,1,9,FALSE
2023-03-16,2018-04-19,1825304715,Anthony,Olson,Cancel Flight,G53127744,TRUE,DFW,JFK,FALSE,TRUE,2,5,TRUE
2022-05-24,2018-04-19,1825304715,Anthony,Olson,Flight Deal,Q09503597,TRUE,BOS,DEN,FALSE,FALSE,2,8,FALSE
2021-07-15,2018-04-19,1825304715,Anthony,Olson,Flight Status,T16914464,TRUE,HND,SFO,FALSE,TRUE,3,5,TRUE
2023-03-09,2018-04-19,1825304715,Anthony,Olson,Cancel Flight,Z85162753,FALSE,DFW,LAX,TRUE,TRUE,2,5,FALSE
2022-06-09,2018-04-19,1825304715,Anthony,Olson,Flight Deal,W03095625,FALSE,ORD,HND,FALSE,FALSE,3,6,FALSE
2024-02-05,2005-03-09,5538859186,Heather,Esparza,New Flight,L55888797,TRUE,BOS,JFK,TRUE,FALSE,1,6,TRUE
2023-01-24,2005-03-09,5538859186,Heather,Esparza,Flight Status,C20576365,FALSE,DEN,BOS,TRUE,FALSE,1,9,FALSE
2021-12-12,2005-03-09,5538859186,Heather,Esparza,Flight Deal,B36042918,TRUE,SEA,BOS,FALSE,TRUE,1,3,TRUE
2023-10-12,2005-03-09,5538859186,Heather,Esparza,Cancel Flight,H87514515,FALSE,ORD,SFO,TRUE,TRUE,4,9,FALSE
2021-12-04,2005-03-09,5538859186,Heather,Esparza,Cancel Flight,R56564397,FALSE,ORD,DFW,TRUE,FALSE,2,9,TRUE
2021-10-09,2021-09-22,4112830228,Michael,Johnson,New Flight,Z76909826,FALSE,BOS,ATL,FALSE,FALSE,3,7,TRUE
2022-08-09,2021-09-22,4112830228,Michael,Johnson,Flight Deal,Q04057956,TRUE,SFO,DFW,FALSE,TRUE,1,6,TRUE
2024-01-17,2021-09-22,4112830228,Michael,Johnson,Cancel Flight,U89764079,FALSE,SFO,BOS,FALSE,TRUE,3,6,FALSE
2021-02-10,2021-09-22,4112830228,Michael,Johnson,Flight Deal,B06040538,FALSE,BOS,ORD,FALSE,TRUE,4,6,TRUE
2024-05-26,2000-08-23,1857395211,Daniel,Young,Flight Deal,J05929041,TRUE,JFK,SIN,TRUE,FALSE,4,9,FALSE
2022-05-17,2000-08-23,1857395211,Daniel,Young,Flight Deal,O93986914,TRUE,LAX,JFK,TRUE,FALSE,3,8,TRUE
2024-05-21,2000-08-23,1857395211,Daniel,Young,Cancel Flight,U60730037,FALSE,ORD,JFK,TRUE,TRUE,4,6,TRUE
2023-01-15,2000-08-23,1857395211,Daniel,Young,New Flight,L73834247,FALSE,LAX,MIA,TRUE,TRUE,1,4,FALSE
2024-09-13,2000-08-23,1857395211,Daniel,Young,Cancel Flight,H63367784,TRUE,SEA,ORD,TRUE,TRUE,1,9,TRUE
2023-04-13,2001-04-16,658743757,Rachael,Hughes,Flight Deal,M27912517,FALSE,JFK,LAX,TRUE,FALSE,4,5,FALSE
2021-07-18,2001-04-16,658743757,Rachael,Hughes,Cancel Flight,S29540076,TRUE,ATL,SEA,TRUE,FALSE,1,4,FALSE
2021-01-04,2001-04-16,658743757,Rachael,Hughes,Flight Status,R90435937,FALSE,MIA,LAX,TRUE,TRUE,3,7,TRUE
2021-09-19,2001-04-16,658743757,Rachael,Hughes,Flight Status,J82469557,TRUE,MIA,LAX,FALSE,TRUE,3,7,TRUE
2023-10-25,1995-11-08,3496962161,Henry,Ford,New Flight,S30915957,FALSE,LHR,SEA,FALSE,TRUE,4,7,FALSE
2022-08-17,1995-11-08,3496962161,Henry,Ford,New Flight,M17339690,FALSE,SYD,BOS,TRUE,TRUE,4,9,FALSE
2024-04-19,1995-11-08,3496962161,Henry,Ford,New Flight,X99857484,TRUE,JFK,BOS,TRUE,FALSE,2,5,FALSE
2021-04-26,1995-11-08,3496962161,Henry,Ford,Flight Deal,Y87110776,FALSE,DFW,LAX,TRUE,TRUE,4,7,FALSE
2023-06-10,1995-11-08,3496962161,Henry,Ford,Cancel Flight,W05951910,TRUE,BOS,ATL,TRUE,TRUE,4,6,FALSE
2022-11-18,2015-01-27,2945751394,Angela,Ferrell,Cancel Flight,S62837534,FALSE,ORD,SFO,TRUE,TRUE,2,10,FALSE
2021-08-13,2015-01-27,2945751394,Angela,Ferrell,Flight Status,O09351587,FALSE,LAX,ATL,TRUE,TRUE,2,7,TRUE
2024-04-21,2015-01-27,2945751394,Angela,Ferrell,Cancel Flight,M23974046,TRUE,SEA,MIA,TRUE,FALSE,1,3,TRUE
2021-10-26,2015-01-27,2945751394,Angela,Ferrell,Flight Deal,H57583374,FALSE,MIA,ATL,FALSE,FALSE,1,6,TRUE
2023-02-26,2016-12-03,9019782737,Daniel,Goodman,Flight Deal,Y04575924,TRUE,LAX,ATL,FALSE,TRUE,4,10,FALSE
2023-04-17,2016-12-03,9019782737,Daniel,Goodman,New Flight,G50966590,FALSE,SFO,BOS,TRUE,TRUE,3,9,TRUE
2024-08-28,2016-12-03,9019782737,Daniel,Goodman,Flight Deal,O30950197,TRUE,DEN,SEA,FALSE,TRUE,4,5,FALSE
2023-03-06,2016-12-03,9019782737,Daniel,Goodman,Flight Deal,W24680027,FALSE,LHR,BOS,FALSE,TRUE,1,5,FALSE
2024-09-24,2016-12-03,9019782737,Daniel,Goodman,Cancel Flight,C69837968,FALSE,SFO,LAX,FALSE,FALSE,4,8,TRUE
2024-04-27,2012-04-14,746419107,Kyle,Glover,New Flight,X74191237,TRUE,MIA,SIN,FALSE,FALSE,3,6,FALSE
2024-02-13,2012-04-14,746419107,Kyle,Glover,Flight Deal,P57728873,TRUE,DFW,SEA,FALSE,FALSE,3,10,TRUE
2022-08-02,2012-04-14,746419107,Kyle,Glover,Flight Status,U84616108,TRUE,JFK,ORD,FALSE,TRUE,3,9,FALSE
2023-01-01,2012-04-14,746419107,Kyle,Glover,Flight Deal,M27876293,FALSE,LHR,MIA,FALSE,FALSE,3,10,TRUE
2022-09-23,2012-04-14,746419107,Kyle,Glover,Flight Deal,V35612770,TRUE,MIA,BOS,FALSE,FALSE,4,10,TRUE
2023-06-10,2011-11-05,7624180764,Edward,Stevens,Flight Deal,C20794681,TRUE,DFW,SEA,FALSE,FALSE,2,7,TRUE
2024-04-25,2011-11-05,7624180764,Edward,Stevens,Flight Deal,W22378509,FALSE,LAX,DXB,FALSE,TRUE,3,9,FALSE
2021-12-13,2011-11-05,7624180764,Edward,Stevens,Flight Deal,U08648221,TRUE,SFO,BOS,TRUE,TRUE,1,9,FALSE
2021-11-30,2011-11-05,7624180764,Edward,Stevens,Flight Deal,A30152327,TRUE,JFK,LHR,TRUE,TRUE,4,10,TRUE
2024-07-05,2002-03-19,4178900661,Kaitlyn,Montoya,New Flight,J33752605,TRUE,JFK,ATL,FALSE,TRUE,4,6,TRUE
2023-07-05,2002-03-19,4178900661,Kaitlyn,Montoya,Cancel Flight,O30613447,FALSE,LAX,BOS,FALSE,TRUE,1,5,FALSE
2024-09-28,2002-03-19,4178900661,Kaitlyn,Montoya,Flight Deal,C58788639,TRUE,JFK,LAX,TRUE,TRUE,4,8,FALSE
2024-04-05,2002-03-19,4178900661,Kaitlyn,Montoya,Flight Status,F29947279,TRUE,SIN,DEN,FALSE,TRUE,3,7,FALSE
2022-04-30,2002-03-19,4178900661,Kaitlyn,Montoya,Flight Deal,G56163096,TRUE,JFK,SIN,TRUE,TRUE,4,5,FALSE
2022-01-22,2002-03-19,4178900661,Kaitlyn,Montoya,Flight Deal,A99445487,FALSE,SFO,ATL,TRUE,TRUE,4,9,FALSE
2024-08-23,2002-03-19,4178900661,Kaitlyn,Montoya,Flight Status,M38747354,TRUE,BOS,DXB,FALSE,FALSE,4,9,FALSE
2022-03-30,2002-03-19,4178900661,Kaitlyn,Montoya,Flight Deal,O79146255,FALSE,DXB,MIA,TRUE,TRUE,4,6,TRUE
2022-09-22,2002-03-19,4178900661,Kaitlyn,Montoya,Flight Status,Z89051204,FALSE,SEA,JFK,TRUE,TRUE,3,6,FALSE
2021-06-24,2002-03-19,4178900661,Kaitlyn,Montoya,Cancel Flight,C65302485,FALSE,ORD,DEN,FALSE,TRUE,4,6,TRUE
2023-11-29,1992-08-03,1486974027,Sara,Dominguez,Flight Status,X49898830,FALSE,DFW,MIA,TRUE,TRUE,3,8,FALSE
2023-07-14,1992-08-03,1486974027,Sara,Dominguez,Cancel Flight,Z02624276,TRUE,ORD,MIA,TRUE,TRUE,1,7,TRUE
2023-03-23,1992-08-03,1486974027,Sara,Dominguez,Flight Deal,M59547866,TRUE,LAX,ORD,FALSE,FALSE,2,7,FALSE
2022-03-04,1992-08-03,1486974027,Sara,Dominguez,Cancel Flight,A16661703,FALSE,MIA,SFO,TRUE,FALSE,3,8,TRUE
2021-05-01,1996-04-25,475808354,Sarah,Gomez,Cancel Flight,X63156945,FALSE,JFK,SEA,FALSE,FALSE,3,9,FALSE
2021-01-31,1996-04-25,475808354,Sarah,Gomez,Flight Deal,M56112920,TRUE,SYD,DFW,FALSE,TRUE,4,5,FALSE
2023-08-24,1996-04-25,475808354,Sarah,Gomez,Flight Status,H13939372,FALSE,ORD,ATL,TRUE,TRUE,4,9,FALSE
2023-09-18,1996-04-25,475808354,Sarah,Gomez,Cancel Flight,L71959094,TRUE,JFK,CDG,FALSE,FALSE,1,6,FALSE
2023-06-13,1996-04-25,475808354,Sarah,Gomez,New Flight,N95944384,FALSE,DFW,CDG,TRUE,TRUE,3,8,TRUE
2021-12-13,2019-04-02,2249167253,Kelsey,Frank,New Flight,K84693652,FALSE,LAX,LHR,TRUE,TRUE,2,6,FALSE
2022-04-02,2019-04-02,2249167253,Kelsey,Frank,New Flight,F56994367,FALSE,LAX,DEN,FALSE,FALSE,3,9,TRUE
2021-01-23,2019-04-02,2249167253,Kelsey,Frank,Cancel Flight,C14650357,TRUE,DEN,MIA,FALSE,TRUE,2,6,TRUE
2024-04-13,2016-03-25,7851012381,Jennifer,Mcclain,Cancel Flight,A56050651,TRUE,DXB,LAX,FALSE,TRUE,3,7,TRUE
2021-01-01,2016-03-25,7851012381,Jennifer,Mcclain,New Flight,B67547113,FALSE,SEA,SYD,TRUE,TRUE,3,8,TRUE
2021-01-08,2016-03-25,7851012381,Jennifer,Mcclain,Flight Deal,X98181661,FALSE,JFK,DXB,TRUE,FALSE,1,8,TRUE
2023-03-20,2016-03-25,7851012381,Jennifer,Mcclain,New Flight,Y48792191,TRUE,HND,DXB,TRUE,TRUE,1,4,TRUE
2024-03-21,2016-03-25,7851012381,Jennifer,Mcclain,Flight Deal,B38228987,FALSE,BOS,JFK,TRUE,TRUE,4,9,TRUE
2022-09-02,2007-10-27,9616788071,Christine,Harris,Flight Deal,O80660670,FALSE,DEN,LAX,FALSE,FALSE,2,9,TRUE
2021-11-19,2007-10-27,9616788071,Christine,Harris,Flight Deal,U50840111,TRUE,ORD,SEA,FALSE,TRUE,4,7,TRUE
2021-04-09,2007-10-27,9616788071,Christine,Harris,Flight Status,D44255618,TRUE,LAX,DFW,TRUE,FALSE,3,10,FALSE
2024-04-07,2007-10-27,9616788071,Christine,Harris,Flight Status,Q85312169,FALSE,SIN,DFW,TRUE,FALSE,3,6,FALSE
2024-05-12,2007-10-27,9616788071,Christine,Harris,New Flight,A02984774,TRUE,DFW,LAX,FALSE,TRUE,2,4,TRUE
2021-06-29,1997-08-28,2069487936,Juan,Andrews,Flight Status,E81295274,TRUE,DXB,ATL,FALSE,TRUE,4,10,FALSE
2023-08-19,1997-08-28,2069487936,Juan,Andrews,Flight Deal,V04632543,TRUE,SYD,JFK,TRUE,TRUE,2,7,FALSE
2022-03-27,1997-08-28,2069487936,Juan,Andrews,Cancel Flight,A72917134,TRUE,SIN,MIA,FALSE,TRUE,3,4,FALSE
2021-07-21,1990-10-06,4414502007,Luke,Johnson,New Flight,E90903792,FALSE,JFK,BOS,TRUE,TRUE,4,9,FALSE
2021-07-03,1990-10-06,4414502007,Luke,Johnson,New Flight,V42129874,TRUE,LHR,LHR,TRUE,TRUE,2,6,FALSE
2024-08-13,1990-10-06,4414502007,Luke,Johnson,Flight Status,J61565198,FALSE,DFW,LAX,FALSE,FALSE,3,7,TRUE
2021-03-23,1990-10-06,4414502007,Luke,Johnson,Cancel Flight,T77932173,TRUE,LHR,LAX,FALSE,TRUE,3,7,FALSE
2024-09-01,1990-10-06,4414502007,Luke,Johnson,Flight Deal,H30458273,TRUE,DEN,DFW,FALSE,TRUE,4,7,TRUE
2024-01-05,1990-10-06,4414502007,Luke,Johnson,Cancel Flight,K62288753,FALSE,MIA,DFW,TRUE,TRUE,4,6,FALSE
2022-08-15,1990-10-06,4414502007,Luke,Johnson,New Flight,W17631589,TRUE,LAX,SFO,TRUE,TRUE,3,6,TRUE
2021-10-03,1990-10-06,4414502007,Luke,Johnson,New Flight,U35592683,FALSE,LAX,BOS,TRUE,TRUE,1,6,FALSE
2023-04-10,1990-10-06,4414502007,Luke,Johnson,Cancel Flight,D57213261,FALSE,SIN,ORD,TRUE,TRUE,1,10,FALSE
2023-07-29,1990-10-06,4414502007,Luke,Johnson,Flight Status,O26973397,TRUE,JFK,ORD,FALSE,TRUE,4,9,TRUE
2021-11-21,1988-03-02,312488816,James,Hughes,New Flight,C57750630,TRUE,ORD,ATL,FALSE,FALSE,4,9,FALSE
2021-09-01,1988-03-02,312488816,James,Hughes,Cancel Flight,B31320177,TRUE,SIN,SFO,FALSE,FALSE,1,4,TRUE
2024-06-28,1988-03-02,312488816,James,Hughes,Cancel Flight,U84322737,FALSE,LHR,DFW,FALSE,TRUE,2,6,FALSE
2022-07-21,2023-09-19,557924382,Steven,Miller,Flight Deal,G94528535,FALSE,BOS,MIA,TRUE,FALSE,2,7,FALSE
2024-05-12,2023-09-19,557924382,Steven,Miller,Cancel Flight,L08488190,FALSE,SFO,SEA,TRUE,FALSE,1,5,FALSE
2022-09-03,2023-09-19,557924382,Steven,Miller,Cancel Flight,Z78272427,TRUE,JFK,SFO,TRUE,FALSE,1,10,FALSE
2023-09-28,2018-04-11,9714356934,Jessica,Miller,Flight Status,M77304906,TRUE,SEA,DFW,FALSE,TRUE,2,8,TRUE
2022-07-03,2018-04-11,9714356934,Jessica,Miller,Flight Status,M42781978,FALSE,ORD,LHR,TRUE,TRUE,3,9,TRUE
2021-11-27,2018-04-11,9714356934,Jessica,Miller,Flight Status,D01667047,FALSE,DFW,JFK,FALSE,TRUE,3,5,FALSE
2022-04-08,2018-04-11,9714356934,Jessica,Miller,Cancel Flight,I50027740,FALSE,ATL,LAX,FALSE,FALSE,2,8,TRUE
2021-03-02,2018-04-11,9714356934,Jessica,Miller,Flight Status,B26600563,FALSE,JFK,DFW,FALSE,FALSE,4,10,FALSE
2022-11-24,2007-11-28,7341993950,Katie,Blankenship,Flight Status,D83266849,TRUE,SFO,DEN,FALSE,TRUE,2,7,FALSE
2022-03-10,2007-11-28,7341993950,Katie,Blankenship,Flight Deal,H08662109,FALSE,MIA,SEA,TRUE,TRUE,3,6,TRUE
2021-11-26,2007-11-28,7341993950,Katie,Blankenship,Flight Deal,L41158863,FALSE,JFK,SEA,FALSE,FALSE,2,7,TRUE
2021-08-20,2013-08-15,1072187017,Rebecca,Brooks,Flight Status,D69655581,TRUE,ATL,ORD,TRUE,TRUE,1,6,FALSE
2022-01-15,2013-08-15,1072187017,Rebecca,Brooks,Cancel Flight,C11858706,FALSE,ATL,LAX,FALSE,TRUE,2,5,TRUE
2022-02-23,2013-08-15,1072187017,Rebecca,Brooks,Cancel Flight,L94450105,FALSE,HND,LAX,TRUE,TRUE,1,4,FALSE
2022-07-11,2013-08-15,1072187017,Rebecca,Brooks,New Flight,G06911486,TRUE,DEN,DXB,FALSE,FALSE,3,4,FALSE
2023-05-23,2013-08-15,1072187017,Rebecca,Brooks,Flight Deal,O97671993,FALSE,BOS,MIA,TRUE,TRUE,2,5,FALSE
2021-04-30,1999-08-23,5449533070,Gabriel,Preston,Cancel Flight,F93004309,FALSE,DXB,ORD,FALSE,FALSE,3,8,TRUE
2023-07-13,1999-08-23,5449533070,Gabriel,Preston,Flight Status,S71571816,TRUE,ATL,MIA,TRUE,TRUE,2,5,FALSE
2023-07-30,1999-08-23,5449533070,Gabriel,Preston,Flight Deal,G81061760,TRUE,MIA,DFW,TRUE,FALSE,4,7,TRUE
2024-10-13,1999-08-23,5449533070,Gabriel,Preston,Flight Deal,H66109678,FALSE,LAX,MIA,FALSE,TRUE,3,10,TRUE
2022-11-08,2014-05-28,9421021216,Melissa,Taylor,Cancel Flight,F88651366,TRUE,DFW,JFK,TRUE,TRUE,1,4,TRUE
2024-10-05,2014-05-28,9421021216,Melissa,Taylor,Flight Deal,O55909591,TRUE,ATL,DFW,TRUE,TRUE,1,10,TRUE
2021-06-02,2014-05-28,9421021216,Melissa,Taylor,Flight Deal,V03968513,TRUE,SEA,LAX,TRUE,FALSE,2,5,TRUE
2024-01-08,2014-05-28,9421021216,Melissa,Taylor,Flight Deal,U21586366,TRUE,ORD,ATL,FALSE,TRUE,3,8,FALSE
2023-10-27,2014-05-28,9421021216,Melissa,Taylor,Cancel Flight,D08901676,FALSE,BOS,JFK,TRUE,FALSE,1,5,TRUE
2021-12-24,2014-05-28,9421021216,Melissa,Taylor,New Flight,M53157501,TRUE,DFW,JFK,FALSE,FALSE,2,3,FALSE
2022-04-07,2014-05-28,9421021216,Melissa,Taylor,Flight Deal,F07839451,FALSE,MIA,SFO,TRUE,TRUE,3,7,FALSE
2022-08-29,2014-05-28,9421021216,Melissa,Taylor,Flight Deal,R56294868,FALSE,JFK,LAX,TRUE,TRUE,1,5,FALSE
2021-12-16,2014-05-28,9421021216,Melissa,Taylor,Flight Deal,D79045911,FALSE,ORD,LAX,TRUE,TRUE,3,9,FALSE
2023-10-20,2014-05-28,9421021216,Melissa,Taylor,Flight Deal,B04342638,TRUE,SEA,DEN,FALSE,TRUE,2,6,FALSE
2023-10-22,2016-12-27,1656192476,Michael,Cole,Cancel Flight,M26752391,FALSE,BOS,JFK,FALSE,TRUE,2,7,TRUE
2023-04-27,2016-12-27,1656192476,Michael,Cole,Flight Status,P74273603,FALSE,SFO,ATL,FALSE,TRUE,2,9,FALSE
2023-12-12,2016-12-27,1656192476,Michael,Cole,New Flight,F42733320,TRUE,JFK,ORD,TRUE,TRUE,3,8,FALSE
2023-10-15,2016-12-27,1656192476,Michael,Cole,New Flight,P54814064,TRUE,DFW,ORD,FALSE,TRUE,3,6,FALSE
2021-08-23,2016-12-27,1656192476,Michael,Cole,Cancel Flight,X48114852,TRUE,LHR,SIN,FALSE,FALSE,1,10,FALSE
2024-07-15,1999-08-24,3505665771,Angela,Martin,New Flight,V49515486,FALSE,BOS,LAX,TRUE,FALSE,1,6,TRUE
2021-12-14,1999-08-24,3505665771,Angela,Martin,Flight Deal,C03368692,TRUE,LHR,JFK,TRUE,TRUE,4,7,FALSE
2022-04-21,1999-08-24,3505665771,Angela,Martin,New Flight,M25797773,TRUE,DFW,DEN,TRUE,FALSE,3,6,FALSE
2021-07-06,1999-08-24,3505665771,Angela,Martin,New Flight,J25957400,FALSE,BOS,ATL,TRUE,FALSE,1,10,FALSE
2022-10-02,1999-08-24,3505665771,Angela,Martin,Cancel Flight,N06639198,FALSE,LAX,SFO,FALSE,TRUE,3,8,FALSE
2022-05-10,1999-07-11,7118755354,Gregory,Jensen,Cancel Flight,R92409851,TRUE,MIA,BOS,FALSE,FALSE,1,5,TRUE
2023-03-04,1999-07-11,7118755354,Gregory,Jensen,Flight Status,L46014018,TRUE,DXB,DFW,TRUE,TRUE,3,7,FALSE
2023-07-26,1999-07-11,7118755354,Gregory,Jensen,Flight Status,F10960325,FALSE,ATL,MIA,FALSE,TRUE,3,8,FALSE
2022-04-04,1991-06-29,1874254392,Melissa,Miller,Cancel Flight,Z71825835,TRUE,CDG,SFO,TRUE,TRUE,2,6,TRUE
2024-04-11,1991-06-29,1874254392,Melissa,Miller,Flight Deal,Z01058180,FALSE,MIA,JFK,TRUE,TRUE,1,8,TRUE
2023-12-05,1991-06-29,1874254392,Melissa,Miller,New Flight,M88399831,TRUE,ATL,DXB,FALSE,TRUE,1,5,FALSE
2021-10-12,1991-06-29,1874254392,Melissa,Miller,Cancel Flight,S36072010,TRUE,JFK,DEN,FALSE,FALSE,1,6,TRUE
2024-02-25,1991-06-29,1874254392,Melissa,Miller,Flight Deal,U59005977,TRUE,DFW,SFO,TRUE,TRUE,2,7,TRUE
2023-04-15,1991-06-29,1874254392,Melissa,Miller,Cancel Flight,T33130123,TRUE,LAX,DEN,FALSE,FALSE,4,9,TRUE
2021-11-14,1991-06-29,1874254392,Melissa,Miller,Flight Deal,W12413673,TRUE,DEN,MIA,TRUE,TRUE,1,9,FALSE
2024-05-11,1991-06-29,1874254392,Melissa,Miller,New Flight,J49896318,TRUE,DXB,SYD,FALSE,FALSE,3,8,TRUE
2023-08-11,1991-06-29,1874254392,Melissa,Miller,Flight Deal,F78204630,FALSE,SFO,MIA,FALSE,TRUE,1,5,FALSE
2023-12-25,1991-06-29,1874254392,Melissa,Miller,Cancel Flight,L53892939,FALSE,SFO,DFW,TRUE,TRUE,4,10,TRUE
2023-03-13,2012-11-04,9659404631,Justin,Williams,Flight Deal,T41687781,TRUE,DFW,SEA,TRUE,FALSE,4,8,FALSE
2021-12-18,2012-11-04,9659404631,Justin,Williams,Flight Deal,F44851120,TRUE,DEN,BOS,TRUE,FALSE,4,8,TRUE
2023-05-20,2012-11-04,9659404631,Justin,Williams,Flight Status,Y17850916,TRUE,ATL,SEA,FALSE,TRUE,1,6,FALSE
2021-07-19,2012-11-04,9659404631,Justin,Williams,Cancel Flight,R43887106,TRUE,SFO,JFK,FALSE,TRUE,4,10,FALSE
2024-03-26,2012-11-04,9659404631,Justin,Williams,Flight Status,D49377316,TRUE,ATL,ORD,FALSE,TRUE,3,5,FALSE
2022-04-21,2022-03-12,9451861301,Laura,Martinez,New Flight,B61748112,TRUE,JFK,CDG,FALSE,TRUE,3,7,TRUE
2024-07-10,2022-03-12,9451861301,Laura,Martinez,Flight Status,L49440003,FALSE,SFO,DFW,TRUE,TRUE,4,7,FALSE
2023-07-25,2022-03-12,9451861301,Laura,Martinez,Flight Deal,Z82082562,FALSE,JFK,DFW,FALSE,TRUE,1,9,TRUE
2021-11-30,2022-03-12,9451861301,Laura,Martinez,New Flight,X04777860,FALSE,DEN,SYD,FALSE,TRUE,4,7,FALSE
2024-01-04,2022-03-12,9451861301,Laura,Martinez,Flight Deal,U28056964,TRUE,SFO,LAX,FALSE,FALSE,2,8,TRUE
2021-03-26,1992-07-12,6035029859,Carol,Ward,New Flight,X48076375,FALSE,DEN,DXB,TRUE,TRUE,4,9,TRUE
2023-10-18,1992-07-12,6035029859,Carol,Ward,Flight Status,L39476458,FALSE,ATL,BOS,TRUE,FALSE,2,3,TRUE
2022-04-18,1992-07-12,6035029859,Carol,Ward,Cancel Flight,U92839854,TRUE,BOS,ORD,FALSE,FALSE,4,8,FALSE
2024-02-18,1992-07-12,6035029859,Carol,Ward,New Flight,C94917916,FALSE,DEN,JFK,FALSE,TRUE,1,3,TRUE
2023-01-17,2015-06-15,9201327072,David,Anderson,Flight Deal,B91389862,TRUE,SFO,DEN,FALSE,FALSE,4,9,TRUE
2023-08-10,2015-06-15,9201327072,David,Anderson,Cancel Flight,P86168588,TRUE,MIA,SYD,FALSE,TRUE,3,9,FALSE
2023-07-18,2015-06-15,9201327072,David,Anderson,Cancel Flight,W64105287,FALSE,LAX,LAX,TRUE,TRUE,4,7,FALSE
2022-03-26,2015-06-15,9201327072,David,Anderson,New Flight,K77796006,FALSE,ORD,JFK,TRUE,TRUE,1,6,FALSE
2024-01-07,2003-11-21,6268936747,Thomas,Hall,Flight Status,Z99888052,FALSE,SFO,LAX,FALSE,TRUE,4,7,TRUE
2024-08-08,2003-11-21,6268936747,Thomas,Hall,New Flight,X95851416,TRUE,SEA,MIA,FALSE,TRUE,2,5,FALSE
2021-10-20,2003-11-21,6268936747,Thomas,Hall,Flight Status,U77179812,FALSE,LAX,ORD,FALSE,TRUE,4,9,FALSE
2024-08-11,2003-11-21,6268936747,Thomas,Hall,New Flight,X91752518,TRUE,SIN,JFK,FALSE,FALSE,4,6,TRUE
2021-06-25,2003-11-21,6268936747,Thomas,Hall,Flight Deal,B89613894,TRUE,LAX,BOS,TRUE,FALSE,4,7,FALSE
2021-12-10,2011-05-07,3087052828,Derrick,Hernandez,Flight Status,J69834648,TRUE,JFK,DXB,TRUE,TRUE,2,5,TRUE
2023-05-21,2011-05-07,3087052828,Derrick,Hernandez,Cancel Flight,U79603660,TRUE,BOS,ORD,TRUE,FALSE,4,5,TRUE
2023-10-04,2011-05-07,3087052828,Derrick,Hernandez,Cancel Flight,Y59130716,TRUE,JFK,MIA,TRUE,TRUE,4,8,TRUE
